id,data_fato,tipo_ocorrencia,geox,geoy,bairro
1000984,2020-03-15,Furto e Roubo,-49.285924430838,-25.39080592611,PILARZINHO
1239666,2020-03-15,Furto e Roubo,-49.268674964546,-25.445284942291998,REBOUCAS
311035,2020-03-15,Furto e Roubo,-49.19270239019,-25.469688309178,CAJURU
311184,2020-03-15,Furto e Roubo,-49.275157375437004,-25.437282579471997,CENTRO
311407,2020-03-15,Furto e Roubo,-49.297447560114,-25.532199333316,UMBARA
311471,2020-03-15,Furto e Roubo,-49.240951716887,-25.478276307359,HAUER
311474,2020-03-15,Furto e Roubo,-49.27140006868,-25.43202084065,CENTRO
311553,2020-03-15,Furto e Roubo,-49.274915238118,-25.554824662125,UMBARA
311583,2020-03-15,Furto e Roubo,-49.273452289556,-25.436622128074003,REBOUCAS
311620,2020-03-15,Furto e Roubo,-49.2755952557,-25.495785730003,-
311641,2020-03-15,Furto e Roubo,-49.27193994166,-25.471998759508,PAROLIN
311668,2020-03-15,Furto e Roubo,-49.287511709778,-25.446236195204,-
311688,2020-03-15,Furto e Roubo,-49.310082916975006,-25.513753202349,CAPAO RASO
311712,2020-03-15,Furto e Roubo,-49.273452289556,-25.436622128074003,REBOUCAS
311779,2020-03-15,Furto e Roubo,-49.322303320855,-25.507775261899,CIDADE INDUSTRIAL
311789,2020-03-15,Furto e Roubo,-49.270174961413005,-25.417821256336,CENTRO CIVICO
311831,2020-03-15,Furto e Roubo,-49.273651182848,-25.427334934311,-
312180,2020-03-15,Furto e Roubo,-49.272882218676,-25.432745401709,PAROLIN
312244,2020-03-15,Furto e Roubo,-49.294279373685,-25.479243042653,-
312320,2020-03-15,Furto e Roubo,-49.308452558352,-25.498015398243,CIDADE INDUSTRIAL
312370,2020-03-15,Furto e Roubo,-49.293718497960995,-25.492444092255003,NOVO MUNDO
312531,2020-03-15,Furto e Roubo,-49.259876695018995,-25.455692650976,PAROLIN
312541,2020-03-15,Furto e Roubo,-49.357165471260004,-25.489960515903,CIDADE INDUSTRIAL
312641,2020-03-15,Furto e Roubo,-49.328070385242995,-25.558023145661,TATUQUARA
312655,2020-03-15,Furto e Roubo,-49.287633947131994,-25.422118903867997,CENTRO
312731,2020-03-15,Furto e Roubo,-49.276147647735,-25.414676092273996,BOM RETIRO
312874,2020-03-15,Furto e Roubo,-49.209427345833,-25.453283988994002,CAJURU
312954,2020-03-15,Furto e Roubo,-49.239823827102,-25.494114079218,HAUER
313396,2020-03-15,Furto e Roubo,-49.267424359276,-25.562422303155,GANCHINHO
313427,2020-03-15,Furto e Roubo,-49.202689385824,-25.441263712385002,CAJURU
313740,2020-03-15,Furto e Roubo,-49.313763199217995,-25.583372411106,PINHEIRINHO
313756,2020-03-15,Furto e Roubo,-49.307016285323,-25.479757237244,BATEL
313761,2020-03-15,Furto e Roubo,-49.256012982357,-25.432852833185,CENTRO
313830,2020-03-15,Furto e Roubo,-49.337193717398,-25.476972972025,FAZENDINHA
314046,2020-03-15,Furto e Roubo,-49.251080572056,-25.44220090055,REBOUCAS
314049,2020-03-15,Furto e Roubo,-49.273342182526996,-25.444568234063002,REBOUCAS
314086,2020-03-15,Furto e Roubo,-49.251653669940005,-25.469846500396,HAUER
314193,2020-03-15,Furto e Roubo,-49.290685897194,-25.490072791609002,CAPAO RASO
314276,2020-03-15,Furto e Roubo,-49.216915690715,-25.446117289567,CAJURU
314325,2020-03-15,Furto e Roubo,-49.24347881009599,-25.523311367364002,SITIO CERCADO
314333,2020-03-15,Furto e Roubo,-49.250876000625,-25.456269137635,UBERABA
314426,2020-03-15,Furto e Roubo,-49.273327889462,-25.467599516503,GUAIRA
314457,2020-03-15,Furto e Roubo,-49.255766160575,-25.466920737908,PAROLIN
314514,2020-03-15,Furto e Roubo,-49.249486632538,-25.476989430499,HAUER
314646,2020-03-15,Furto e Roubo,-49.21216814559,-25.465088951288,CAJURU
314650,2020-03-15,Furto e Roubo,-49.281428674055995,-25.439865771694997,BATEL
314711,2020-03-15,Furto e Roubo,-49.300997247569,-25.534640457106,-
314776,2020-03-15,Furto e Roubo,-49.262306960098,-25.450684658674003,AGUA VERDE
314811,2020-03-15,Furto e Roubo,-49.285064660615994,-25.427572335798,MERCES
314889,2020-03-15,Furto e Roubo,-49.29441562221599,-25.471201388059,AGUA VERDE
314980,2020-03-15,Furto e Roubo,-49.264902407737,-25.461950980629002,PAROLIN
315116,2020-03-15,Furto e Roubo,-49.286370683994,-25.436905671794,BATEL
315183,2020-03-15,Furto e Roubo,-49.272916157926,-25.429097680982,BATEL
315234,2020-03-15,Furto e Roubo,-49.308279661406004,-25.473457758393998,-
315250,2020-03-15,Furto e Roubo,-49.232941668569005,-25.488216341689,BOQUEIRAO
315290,2020-03-15,Furto e Roubo,-49.284434197921,-25.427017340994002,MERCES
315344,2020-03-15,Furto e Roubo,-49.247905717434996,-25.504466509151,BOQUEIRAO
315348,2020-03-15,Furto e Roubo,-49.265497864593,-25.533626346157998,SITIO CERCADO
315358,2020-03-15,Furto e Roubo,-49.331453194416,-25.402096686293,SANTA FELICIDADE
315524,2020-03-15,Furto e Roubo,-49.246005470658,-25.400899429918,BACACHERI
315543,2020-03-15,Furto e Roubo,-49.245462760842,-25.472472489784998,UBERABA
315559,2020-03-15,Furto e Roubo,-49.327662047021,-25.589328135223997,TATUQUARA
315570,2020-03-15,Furto e Roubo,-49.303397167553996,-25.45477291885,SEMINARIO
315622,2020-03-15,Furto e Roubo,-49.314837223423005,-25.567647372568,TATUQUARA
315633,2020-03-15,Furto e Roubo,-49.231246583446996,-25.455593350046,JARDIM DAS AMERICAS
315641,2020-03-15,Furto e Roubo,-49.352297121382996,-25.439019759745,CIDADE INDUSTRIAL
315657,2020-03-15,Furto e Roubo,-49.193276276693,-25.483218071842,UBERABA
315729,2020-03-15,Furto e Roubo,-49.314449692568,-25.527504784328,CIDADE INDUSTRIAL
316135,2020-03-15,Furto e Roubo,-49.247453637908,-25.405333070969,CABRAL
316161,2020-03-15,Furto e Roubo,-49.237252196752,-25.439892907785,CENTRO
316425,2020-03-15,Furto e Roubo,-49.273749196314,-25.480533986764,LINDOIA
316579,2020-03-15,Furto e Roubo,-49.288025097208006,-25.491053619594997,NOVO MUNDO
316744,2020-03-15,Furto e Roubo,-49.262306960098,-25.450684658674003,GUAIRA
316760,2020-03-15,Furto e Roubo,-49.277533170422004,-25.443433415344,BATEL
317132,2020-03-15,Furto e Roubo,-49.25402057889399,-25.438906750542003,JARDIM BOTANICO
317143,2020-03-15,Furto e Roubo,-49.254015497449,-25.396347030228,SAO FRANCISCO
317147,2020-03-15,Furto e Roubo,-49.334555051077004,-25.382333481612,SANTA FELICIDADE
317160,2020-03-15,Furto e Roubo,-49.25581696544501,-25.534286220324002,-
317237,2020-03-15,Furto e Roubo,-49.306576297308,-25.467795316129997,PORTAO
317293,2020-03-15,Furto e Roubo,-49.251090317551004,-25.422472937371,ALTO DA RUA XV
317503,2020-03-15,Furto e Roubo,-49.313763199217995,-25.583372411106,HAUER
317528,2020-03-15,Furto e Roubo,-49.291467827025,-25.527913475878,PINHEIRINHO
317597,2020-03-15,Furto e Roubo,-49.29441562221599,-25.471201388059,PORTAO
317628,2020-03-15,Furto e Roubo,-49.29442782705,-25.472912442252003,PORTAO
317672,2020-03-15,Furto e Roubo,-49.309647824355004,-25.482921982659,PORTAO
317781,2020-03-15,Furto e Roubo,-49.301866464266006,-25.492511201429,NOVO MUNDO
317969,2020-03-15,Furto e Roubo,-49.290582143072,-25.427809249906,BATEL
318072,2020-03-15,Furto e Roubo,-49.216700228276,-25.460832075771,CAJURU
318403,2020-03-15,Furto e Roubo,-49.265962227447005,-25.427746275274,-
318629,2020-03-15,Furto e Roubo,-49.334266577003,-25.56427263541,-
318637,2020-03-15,Furto e Roubo,-49.221492899313,-25.429207968305,-
319736,2020-03-15,Furto e Roubo,-49.337489245658,-25.559925432431,TATUQUARA
320106,2020-03-15,Furto e Roubo,-49.261028280106004,-25.442352279188,CENTRO
320811,2020-03-15,Furto e Roubo,-49.277956069589,-25.425621369291,SAO FRANCISCO
320888,2020-03-15,Furto e Roubo,-49.333772170757,-25.589957660815,CAMPO DE SANTANA
321106,2020-03-15,Furto e Roubo,-49.314449692568,-25.527504784328,CIDADE INDUSTRIAL
321272,2020-03-15,Furto e Roubo,-49.279254270072,-25.454155231764002,AGUA VERDE
321828,2020-03-15,Furto e Roubo,-49.268226377567,-25.438152005890004,CENTRO
322245,2020-03-15,Furto e Roubo,-49.3519663903,-25.487400051167,CIDADE INDUSTRIAL
322328,2020-03-15,Furto e Roubo,-49.351996758245,-25.487399663948,CIDADE INDUSTRIAL
322344,2020-03-15,Furto e Roubo,-49.279083700061996,-25.538337007368998,SITIO CERCADO
322347,2020-03-15,Furto e Roubo,-49.3007530295,-25.522143013351997,PINHEIRINHO
322535,2020-03-15,Furto e Roubo,-49.333006828609,-25.564257585563002,TATUQUARA
323310,2020-03-15,Furto e Roubo,-49.281412826528,-25.427018175316,SAO FRANCISCO
323891,2020-03-15,Furto e Roubo,-49.229515392565006,-25.491266984626,XAXIM
324400,2020-03-15,Furto e Roubo,-49.254830226857,-25.434713680585,JARDIM BOTANICO
324439,2020-03-15,Furto e Roubo,-49.264917359739,-25.504104610208,XAXIM
325186,2020-03-15,Furto e Roubo,-49.266932565146,-25.43942227847,REBOUCAS
325385,2020-03-15,Furto e Roubo,-49.329953234449995,-25.591170210957998,CAMPO DE SANTANA
325462,2020-03-15,Furto e Roubo,-49.229515392565006,-25.491266984626,XAXIM
327828,2020-03-15,Furto e Roubo,-49.209072735814,-25.404156470218002,BAIRRO ALTO
328965,2020-03-15,Furto e Roubo,-49.247442572155,-25.405269080644,CABRAL
330626,2020-03-15,Furto e Roubo,-49.212523457131994,-25.399217848935,BAIRRO ALTO
336148,2020-03-15,Furto e Roubo,-49.28639667862701,-25.421927534241,MERCES
338665,2020-03-15,Furto e Roubo,-49.316141915275004,-25.482017326585,PORTAO
341072,2020-03-15,Furto e Roubo,-49.229402474490996,-25.427150504531003,TARUMA
349210,2020-03-15,Furto e Roubo,-49.232718775510996,-25.384971504024,BOA VISTA
350380,2020-03-15,Furto e Roubo,-49.272662944406996,-25.429432621595996,CENTRO
357105,2020-03-15,Furto e Roubo,-49.277167919200004,-25.436639291338,REBOUCAS
360187,2020-03-15,Furto e Roubo,-49.268543511712,-25.441951667979,REBOUCAS
360664,2020-03-15,Furto e Roubo,-49.268856793417996,-25.451343861666004,REBOUCAS
360761,2020-03-15,Furto e Roubo,-49.28197661217,-25.449937318914,AGUA VERDE
360879,2020-03-15,Furto e Roubo,-49.255766160575,-25.466920737908,PAROLIN
362429,2020-03-15,Furto e Roubo,-49.284882601771,-25.43974073491,BATEL
362609,2020-03-15,Furto e Roubo,-49.282763003184,-25.443722977815,BATEL
376670,2020-03-15,Furto e Roubo,-49.273673215826996,-25.431871759619998,CENTRO
417197,2020-03-15,Furto e Roubo,-49.287953775727,-25.453770933584,CAPAO RASO
